node_id,node_type,label,description,approved_name,target_id,biotype,association_score,gap_score,conservative_gap_score,gap_rank,gap_category,gap_interpretation_tier,text_coverage_status,literature_mentions,trial_mentions,symbol_ambiguity_flag,mention_match_quality,paper_id,year,citation_count,topic_id,topic_label,nct_id,overall_status,phases,top_terms,n_papers,source,n_trials
target_SNRPD2,Target,SNRPD2,,small nuclear ribonucleoprotein D2 polypeptide,ENSG00000125743,protein_coding,0.4500670742552721,0.08861,0.110763,189.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NDUFC1,Target,NDUFC1,,NADH:ubiquinone oxidoreductase subunit C1,ENSG00000109390,protein_coding,0.449435129524411,0.088141,0.110177,190.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ECHDC3,Target,ECHDC3,,enoyl-CoA hydratase domain containing 3,ENSG00000134463,protein_coding,0.4487633650003666,0.087643,0.109553,191.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_WRAP53,Target,WRAP53,,WD repeat containing antisense to TP53,ENSG00000141499,protein_coding,0.4486477754083084,0.087557,0.109446,192.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TAOK1,Target,TAOK1,,TAO kinase 1,ENSG00000160551,protein_coding,0.4483204068100044,0.087314,0.109143,193.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NDUFV1,Target,NDUFV1,,NADH:ubiquinone oxidoreductase core subunit V1,ENSG00000167792,protein_coding,0.4478003542604742,0.086928,0.10866,194.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SMG8,Target,SMG8,,SMG8 nonsense mediated mRNA decay factor,ENSG00000167447,protein_coding,0.4471290290115444,0.08643,0.108037,195.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PILRA,Target,PILRA,,paired immunoglobin like type 2 receptor alpha,ENSG00000085514,protein_coding,0.446425426458706,0.085908,0.107385,196.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_IPO7,Target,IPO7,,importin 7,ENSG00000205339,protein_coding,0.4454416451870511,0.085178,0.106472,197.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NRIP1,Target,NRIP1,,nuclear receptor interacting protein 1,ENSG00000180530,protein_coding,0.4447686096151935,0.084678,0.105848,198.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PTDSS1,Target,PTDSS1,,phosphatidylserine synthase 1,ENSG00000156471,protein_coding,0.4438498804381088,0.083996,0.104996,199.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_IL34,Target,IL34,,interleukin 34,ENSG00000157368,protein_coding,0.4419147209240727,0.08256,0.1032,200.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NDUFB4,Target,NDUFB4,,NADH:ubiquinone oxidoreductase subunit B4,ENSG00000065518,protein_coding,0.4398199662549898,0.081006,0.101257,201.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SKP2,Target,SKP2,,S-phase kinase associated protein 2,ENSG00000145604,protein_coding,0.4375669089055466,0.079334,0.099167,202.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_RIPK1,Target,RIPK1,,receptor interacting serine/threonine kinase 1,ENSG00000137275,protein_coding,0.4374567698195933,0.079252,0.099065,203.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ABCA1,Target,ABCA1,,ATP binding cassette subfamily A member 1,ENSG00000165029,protein_coding,0.4368866031626134,0.078829,0.098536,204.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ABI3,Target,ABI3,,ABI family member 3,ENSG00000108798,protein_coding,0.4368560009612777,0.078806,0.098508,205.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SQLE,Target,SQLE,,squalene epoxidase,ENSG00000104549,protein_coding,0.4367586642314331,0.078734,0.098417,206.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_RAP2B,Target,RAP2B,,"RAP2B, member of RAS oncogene family",ENSG00000181467,protein_coding,0.4365547280618806,0.078583,0.098228,207.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TRAPPC5,Target,TRAPPC5,,trafficking protein particle complex subunit 5,ENSG00000181029,protein_coding,0.4347519295921756,0.077245,0.096556,208.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_GGPS1,Target,GGPS1,,geranylgeranyl diphosphate synthase 1,ENSG00000152904,protein_coding,0.4347443340030078,0.077239,0.096549,209.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PDGFRA,Target,PDGFRA,,platelet derived growth factor receptor alpha,ENSG00000134853,protein_coding,0.4344196262566399,0.076998,0.096248,210.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ATP8B4,Target,ATP8B4,,ATPase phospholipid transporting 8B4 (putative),ENSG00000104043,protein_coding,0.4338584595907351,0.076582,0.095727,211.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CALR,Target,CALR,,calreticulin,ENSG00000179218,protein_coding,0.4298642185878049,0.073618,0.092022,212.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NECTIN2,Target,NECTIN2,,nectin cell adhesion molecule 2,ENSG00000130202,protein_coding,0.4295916112955035,0.073415,0.091769,213.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_BTF3,Target,BTF3,,basic transcription factor 3,ENSG00000145741,protein_coding,0.4295736073846416,0.073402,0.091752,214.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NISCH,Target,NISCH,,nischarin,ENSG00000010322,protein_coding,0.4270989636257116,0.071565,0.089457,215.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PAPOLA,Target,PAPOLA,,poly(A) polymerase alpha,ENSG00000090060,protein_coding,0.4268370269495066,0.071371,0.089214,216.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NUP160,Target,NUP160,,nucleoporin 160,ENSG00000030066,protein_coding,0.426506910931603,0.071126,0.088908,217.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MTMR12,Target,MTMR12,,myotubularin related protein 12,ENSG00000150712,protein_coding,0.4253095050669199,0.070237,0.087797,218.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SNRK,Target,SNRK,,SNF related kinase,ENSG00000163788,protein_coding,0.4247704598167648,0.069837,0.087297,219.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_RXRG,Target,RXRG,,retinoid X receptor gamma,ENSG00000143171,protein_coding,0.4244641722495671,0.06961,0.087013,220.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_HTR2A,Target,HTR2A,,5-hydroxytryptamine receptor 2A,ENSG00000102468,protein_coding,0.42380304595372,0.06912,0.086399,221.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TFCP2L1,Target,TFCP2L1,,transcription factor CP2 like 1,ENSG00000115112,protein_coding,0.4236649230410255,0.069017,0.086271,222.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TSPAN14,Target,TSPAN14,,tetraspanin 14,ENSG00000108219,protein_coding,0.4234031459768645,0.068823,0.086028,223.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TTN,Target,TTN,,titin,ENSG00000155657,protein_coding,0.4226250600916321,0.068245,0.085307,224.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_RANBP3,Target,RANBP3,,RAN binding protein 3,ENSG00000031823,protein_coding,0.4224839949304148,0.068141,0.085176,225.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PRSS8,Target,PRSS8,,serine protease 8,ENSG00000052344,protein_coding,0.4223067864061274,0.068009,0.085011,226.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MTMR9,Target,MTMR9,,myotubularin related protein 9,ENSG00000104643,protein_coding,0.4220482867824836,0.067817,0.084772,227.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_AP3D1,Target,AP3D1,,adaptor related protein complex 3 subunit delta 1,ENSG00000065000,protein_coding,0.418407554927161,0.065116,0.081394,228.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_EEF2,Target,EEF2,,eukaryotic translation elongation factor 2,ENSG00000167658,protein_coding,0.4158359834280103,0.063207,0.079009,229.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PDE7B,Target,PDE7B,,phosphodiesterase 7B,ENSG00000171408,protein_coding,0.4157743546151053,0.063161,0.078952,230.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_EPM2A,Target,EPM2A,,"EPM2A glucan phosphatase, laforin",ENSG00000112425,protein_coding,0.4142010293825119,0.061994,0.077492,231.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_VPS28,Target,VPS28,,VPS28 subunit of ESCRT-I,ENSG00000160948,protein_coding,0.4139845755848841,0.061833,0.077291,232.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PIP5K1A,Target,PIP5K1A,,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,ENSG00000143398,protein_coding,0.4138555974623084,0.061737,0.077172,233.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_HTR6,Target,HTR6,,5-hydroxytryptamine receptor 6,ENSG00000158748,protein_coding,0.4135650350240977,0.061522,0.076902,234.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_IDUA,Target,IDUA,,alpha-L-iduronidase,ENSG00000127415,protein_coding,0.412711655541583,0.060889,0.076111,235.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_COX7C,Target,COX7C,,cytochrome c oxidase subunit 7C,ENSG00000127184,protein_coding,0.4123983991891219,0.060656,0.07582,236.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SPI1,Target,SPI1,,Spi-1 proto-oncogene,ENSG00000066336,protein_coding,0.41094073650748,0.059574,0.074468,237.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CLK3,Target,CLK3,,CDC like kinase 3,ENSG00000179335,protein_coding,0.4103618272911923,0.059145,0.073931,238.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PPARG,Target,PPARG,,peroxisome proliferator activated receptor gamma,ENSG00000132170,protein_coding,0.4099219073569957,0.058818,0.073523,239.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PANK1,Target,PANK1,,pantothenate kinase 1,ENSG00000152782,protein_coding,0.4095639754869144,0.058553,0.073191,240.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ADRA1D,Target,ADRA1D,,adrenoceptor alpha 1D,ENSG00000171873,protein_coding,0.4095547468584312,0.058546,0.073182,241.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ADRA1B,Target,ADRA1B,,adrenoceptor alpha 1B,ENSG00000170214,protein_coding,0.4085001119780113,0.057763,0.072204,242.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MMP25,Target,MMP25,,matrix metallopeptidase 25,ENSG00000008516,protein_coding,0.4082922528657468,0.057609,0.072011,243.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_QPCT,Target,QPCT,,glutaminyl-peptide cyclotransferase,ENSG00000115828,protein_coding,0.4051419086426055,0.055271,0.069089,244.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MOB3B,Target,MOB3B,,MOB kinase activator 3B,ENSG00000120162,protein_coding,0.4042811916258526,0.054632,0.06829,245.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PTGS2,Target,PTGS2,,prostaglandin-endoperoxide synthase 2,ENSG00000073756,protein_coding,0.4035408132699506,0.054083,0.067604,246.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PDE4B,Target,PDE4B,,phosphodiesterase 4B,ENSG00000184588,protein_coding,0.4030723216307156,0.053735,0.067169,247.0,Low gap signal,Established / trial-covered target,checked_with_mentions,0.0,2.0,low,reliable,,,,,,,,,,,,
target_MAK,Target,MAK,,male germ cell associated kinase,ENSG00000111837,protein_coding,0.4029718928579058,0.053661,0.067076,248.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_CDH13,Target,CDH13,,cadherin 13,ENSG00000140945,protein_coding,0.4027720462129512,0.053512,0.06689,249.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_DLD,Target,DLD,,dihydrolipoamide dehydrogenase,ENSG00000091140,protein_coding,0.402302758914465,0.053164,0.066455,250.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_ING3,Target,ING3,,inhibitor of growth family member 3,ENSG00000071243,protein_coding,0.4022551619305217,0.053129,0.066411,251.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_FBXL22,Target,FBXL22,,F-box and leucine rich repeat protein 22,ENSG00000197361,protein_coding,0.4002942398742502,0.051673,0.064592,252.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_APH1A,Target,APH1A,,aph-1A gamma-secretase subunit,ENSG00000117362,protein_coding,0.4001322170938158,0.051553,0.064442,253.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ELOVL7,Target,ELOVL7,,ELOVL fatty acid elongase 7,ENSG00000164181,protein_coding,0.3996132613206611,0.051168,0.06396,254.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_BRD2,Target,BRD2,,bromodomain containing 2,ENSG00000204256,protein_coding,0.3993750800684569,0.050991,0.063739,255.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MRPS27,Target,MRPS27,,mitochondrial ribosomal protein S27,ENSG00000113048,protein_coding,0.3990445841661311,0.050746,0.063433,256.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CREB1,Target,CREB1,,cAMP responsive element binding protein 1,ENSG00000118260,protein_coding,0.3978902718085687,0.049889,0.062362,257.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MTMR10,Target,MTMR10,,myotubularin related protein 10,ENSG00000166912,protein_coding,0.3977625482383899,0.049795,0.062243,258.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_KAT5,Target,KAT5,,lysine acetyltransferase 5,ENSG00000172977,protein_coding,0.3969319892464673,0.049178,0.061473,259.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TSPO,Target,TSPO,,translocator protein,ENSG00000100300,protein_coding,0.3955788313235772,0.048174,0.060218,260.0,Low gap signal,Established / trial-covered target,checked_with_mentions,0.0,2.0,low,reliable,,,,,,,,,,,,
target_USP6NL,Target,USP6NL,,USP6 N-terminal like,ENSG00000148429,protein_coding,0.3954354931965726,0.048068,0.060085,261.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_GABRB1,Target,GABRB1,,gamma-aminobutyric acid type A receptor subunit beta1,ENSG00000163288,protein_coding,0.395116580946711,0.047831,0.059789,262.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_EGFR,Target,EGFR,,epidermal growth factor receptor,ENSG00000146648,protein_coding,0.3947339723918066,0.047547,0.059434,263.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TSPOAP1,Target,TSPOAP1,,TSPO associated protein 1,ENSG00000005379,protein_coding,0.3946112765967388,0.047456,0.05932,264.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ADRA1A,Target,ADRA1A,,adrenoceptor alpha 1A,ENSG00000120907,protein_coding,0.3928133293392252,0.046122,0.057652,265.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_RELA,Target,RELA,,"RELA proto-oncogene, NF-kB subunit",ENSG00000173039,protein_coding,0.3927377590756798,0.046066,0.057582,266.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_UQCRB,Target,UQCRB,,ubiquinol-cytochrome c reductase binding protein,ENSG00000156467,protein_coding,0.3924867453854369,0.04588,0.057349,267.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SCIMP,Target,SCIMP,,SLP adaptor and CSK interacting membrane protein,ENSG00000161929,protein_coding,0.3913679294647975,0.045049,0.056312,268.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CREB3L3,Target,CREB3L3,,cAMP responsive element binding protein 3 like 3,ENSG00000060566,protein_coding,0.3913314553340502,0.045022,0.056278,269.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MINDY2,Target,MINDY2,,MINDY lysine 48 deubiquitinase 2,ENSG00000128923,protein_coding,0.3899681373582496,0.04401,0.055013,270.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CNTNAP2,Target,CNTNAP2,,contactin associated protein 2,ENSG00000174469,protein_coding,0.3896089490907917,0.043744,0.05468,271.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PECAM1,Target,PECAM1,,platelet and endothelial cell adhesion molecule 1,ENSG00000261371,protein_coding,0.3891678356965384,0.043417,0.054271,272.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NCSTN,Target,NCSTN,,nicastrin,ENSG00000162736,protein_coding,0.3890319061743018,0.043316,0.054145,273.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PDE9A,Target,PDE9A,,phosphodiesterase 9A,ENSG00000160191,protein_coding,0.3887550772748388,0.04311,0.053888,274.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_GLIS3,Target,GLIS3,,GLIS family zinc finger 3,ENSG00000107249,protein_coding,0.3883872971125877,0.042837,0.053547,275.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_JUN,Target,JUN,,"Jun proto-oncogene, AP-1 transcription factor subunit",ENSG00000177606,protein_coding,0.3883635090639488,0.04282,0.053525,276.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_LMNA,Target,LMNA,,lamin A/C,ENSG00000160789,protein_coding,0.3880992162143042,0.042623,0.053279,277.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ZNF629,Target,ZNF629,,zinc finger protein 629,ENSG00000102870,protein_coding,0.3875599337289517,0.042223,0.052779,278.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_COG8,Target,COG8,,component of oligomeric golgi complex 8,ENSG00000213380,protein_coding,0.3873044681666114,0.042034,0.052542,279.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PRDX1,Target,PRDX1,,peroxiredoxin 1,ENSG00000117450,protein_coding,0.3871005489038768,0.041882,0.052353,280.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ULK1,Target,ULK1,,unc-51 like autophagy activating kinase 1,ENSG00000177169,protein_coding,0.3867747660053675,0.041641,0.052051,281.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CAPN2,Target,CAPN2,,calpain 2,ENSG00000162909,protein_coding,0.3865689541821671,0.041488,0.05186,282.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_FLNA,Target,FLNA,,filamin A,ENSG00000196924,protein_coding,0.3863048961858492,0.041292,0.051615,283.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NOC3L,Target,NOC3L,,NOC3 like DNA replication regulator,ENSG00000173145,protein_coding,0.3856338193083906,0.040794,0.050992,284.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CTSL,Target,CTSL,,cathepsin L,ENSG00000135047,protein_coding,0.3845392745093205,0.039982,0.049977,285.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PSENEN,Target,PSENEN,,"presenilin enhancer, gamma-secretase subunit",ENSG00000205155,protein_coding,0.3842460074978423,0.039764,0.049705,286.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ESR2,Target,ESR2,,estrogen receptor 2,ENSG00000140009,protein_coding,0.3838728168114332,0.039487,0.049359,287.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ZNF652,Target,ZNF652,,zinc finger protein 652,ENSG00000198740,protein_coding,0.383294799860903,0.039058,0.048823,288.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PFKP,Target,PFKP,,"phosphofructokinase, platelet",ENSG00000067057,protein_coding,0.3831423645300136,0.038945,0.048681,289.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PTPRA,Target,PTPRA,,protein tyrosine phosphatase receptor type A,ENSG00000132670,protein_coding,0.3829210564298622,0.038781,0.048476,290.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ZKSCAN1,Target,ZKSCAN1,,zinc finger with KRAB and SCAN domains 1,ENSG00000106261,protein_coding,0.3827952299673144,0.038687,0.048359,291.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_FOSL1,Target,FOSL1,,"FOS like 1, AP-1 transcription factor subunit",ENSG00000175592,protein_coding,0.3823325823443008,0.038344,0.04793,292.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_GOT1,Target,GOT1,,glutamic-oxaloacetic transaminase 1,ENSG00000120053,protein_coding,0.3820963803324482,0.038169,0.047711,293.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_BRSK2,Target,BRSK2,,BR serine/threonine kinase 2,ENSG00000174672,protein_coding,0.3816725508350581,0.037854,0.047318,294.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MS4A6E,Target,MS4A6E,,membrane spanning 4-domains A6E,ENSG00000166926,protein_coding,0.3814978751149414,0.037725,0.047156,295.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_STAT4,Target,STAT4,,signal transducer and activator of transcription 4,ENSG00000138378,protein_coding,0.3812122324405845,0.037513,0.046891,296.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NR3C1,Target,NR3C1,,nuclear receptor subfamily 3 group C member 1,ENSG00000113580,protein_coding,0.3812131987277117,0.037513,0.046892,297.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_LILRB2,Target,LILRB2,,leukocyte immunoglobulin like receptor B2,ENSG00000131042,protein_coding,0.3802186674438049,0.036775,0.045969,298.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ULK4,Target,ULK4,,unc-51 like kinase 4,ENSG00000168038,protein_coding,0.380090299011133,0.03668,0.04585,299.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
