node_id,node_type,label,description,approved_name,target_id,biotype,association_score,gap_score,conservative_gap_score,gap_rank,gap_category,gap_interpretation_tier,text_coverage_status,literature_mentions,trial_mentions,symbol_ambiguity_flag,mention_match_quality,paper_id,year,citation_count,topic_id,topic_label,nct_id,overall_status,phases,top_terms,n_papers,source,n_trials
target_CANX,Target,CANX,,calnexin,ENSG00000127022,protein_coding,0.3615993404555438,0.022958,0.028697,386.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_DNPEP,Target,DNPEP,,aspartyl aminopeptidase,ENSG00000123992,protein_coding,0.3602282692413797,0.02194,0.027425,387.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_HTR2C,Target,HTR2C,,5-hydroxytryptamine receptor 2C,ENSG00000147246,protein_coding,0.3598560754473065,0.021664,0.02708,388.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PNO1,Target,PNO1,,partner of NOB1 homolog,ENSG00000115946,protein_coding,0.3596732919352649,0.021528,0.026911,389.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PVR,Target,PVR,,PVR cell adhesion molecule,ENSG00000073008,protein_coding,0.3596586826147091,0.021518,0.026897,390.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_AP3M1,Target,AP3M1,,adaptor related protein complex 3 subunit mu 1,ENSG00000185009,protein_coding,0.3594095659601249,0.021333,0.026666,391.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PHKG2,Target,PHKG2,,phosphorylase kinase catalytic subunit gamma 2,ENSG00000156873,protein_coding,0.3594094408538857,0.021333,0.026666,392.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PPP1CB,Target,PPP1CB,,protein phosphatase 1 catalytic subunit beta,ENSG00000213639,protein_coding,0.3587941134874355,0.020876,0.026095,393.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_FGFR3,Target,FGFR3,,fibroblast growth factor receptor 3,ENSG00000068078,protein_coding,0.3587599808568034,0.020851,0.026063,394.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SDK1,Target,SDK1,,sidekick cell adhesion molecule 1,ENSG00000146555,protein_coding,0.3580625442761583,0.020333,0.025416,395.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MELK,Target,MELK,,maternal embryonic leucine zipper kinase,ENSG00000165304,protein_coding,0.357917934257241,0.020226,0.025282,396.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_KHDRBS2,Target,KHDRBS2,,"KH RNA binding domain containing, signal transduction associated 2",ENSG00000112232,protein_coding,0.3571730144094509,0.019673,0.024591,397.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CDK2,Target,CDK2,,cyclin dependent kinase 2,ENSG00000123374,protein_coding,0.356140387090375,0.018907,0.023633,398.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CGA,Target,CGA,,"glycoprotein hormones, alpha polypeptide",ENSG00000135346,protein_coding,0.355904638432019,0.018732,0.023415,399.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_TRAPPC11,Target,TRAPPC11,,trafficking protein particle complex subunit 11,ENSG00000168538,protein_coding,0.3558960059418849,0.018725,0.023407,400.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MMP3,Target,MMP3,,matrix metallopeptidase 3,ENSG00000149968,protein_coding,0.3558028555127023,0.018656,0.02332,401.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TRRAP,Target,TRRAP,,transformation/transcription domain associated protein,ENSG00000196367,protein_coding,0.3553723310589115,0.018337,0.022921,402.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ARPC5L,Target,ARPC5L,,actin related protein 2/3 complex subunit 5 like,ENSG00000136950,protein_coding,0.3542942176554161,0.017537,0.021921,403.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PRDM9,Target,PRDM9,,PR/SET domain 9,ENSG00000164256,protein_coding,0.3540807440074534,0.017378,0.021723,404.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CACNA1A,Target,CACNA1A,,calcium voltage-gated channel subunit alpha1 A,ENSG00000141837,protein_coding,0.353942611273208,0.017276,0.021595,405.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PIK3R2,Target,PIK3R2,,phosphoinositide-3-kinase regulatory subunit 2,ENSG00000105647,protein_coding,0.3537397425855842,0.017125,0.021406,406.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_GNG4,Target,GNG4,,G protein subunit gamma 4,ENSG00000168243,protein_coding,0.353653976663281,0.017061,0.021327,407.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ARNT,Target,ARNT,,aryl hydrocarbon receptor nuclear translocator,ENSG00000143437,protein_coding,0.3536173540683,0.017034,0.021293,408.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CCDC6,Target,CCDC6,,coiled-coil domain containing 6,ENSG00000108091,protein_coding,0.353461592270713,0.016919,0.021148,409.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_EPHX2,Target,EPHX2,,epoxide hydrolase 2,ENSG00000120915,protein_coding,0.3534262468160848,0.016892,0.021116,410.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_FAHD2A,Target,FAHD2A,,fumarylacetoacetate hydrolase domain containing 2A,ENSG00000115042,protein_coding,0.3532027959516248,0.016727,0.020908,411.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ATP5F1C,Target,ATP5F1C,,ATP synthase F1 subunit gamma,ENSG00000165629,protein_coding,0.351647124189667,0.015572,0.019465,412.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_WIPF2,Target,WIPF2,,WAS/WASL interacting protein family member 2,ENSG00000171475,protein_coding,0.3516340309260151,0.015562,0.019453,413.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_XPO7,Target,XPO7,,exportin 7,ENSG00000130227,protein_coding,0.3509544943990913,0.015058,0.018823,414.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_RAB9A,Target,RAB9A,,"RAB9A, member RAS oncogene family",ENSG00000123595,protein_coding,0.3507298818928321,0.014891,0.018614,415.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MGAT1,Target,MGAT1,,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",ENSG00000131446,protein_coding,0.3501686449018109,0.014475,0.018094,416.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TRMT10C,Target,TRMT10C,,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",ENSG00000174173,protein_coding,0.3497310473358956,0.01415,0.017688,417.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SHMT1,Target,SHMT1,,serine hydroxymethyltransferase 1,ENSG00000176974,protein_coding,0.3494039797522333,0.013908,0.017384,418.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_RIN3,Target,RIN3,,Ras and Rab interactor 3,ENSG00000100599,protein_coding,0.3491956002022905,0.013753,0.017191,419.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CAMK1G,Target,CAMK1G,,calcium/calmodulin dependent protein kinase IG,ENSG00000008118,protein_coding,0.3489596391372049,0.013578,0.016972,420.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_GRIK5,Target,GRIK5,,glutamate ionotropic receptor kainate type subunit 5,ENSG00000105737,protein_coding,0.3487457973087208,0.013419,0.016774,421.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_DOCK3,Target,DOCK3,,dedicator of cytokinesis 3,ENSG00000088538,protein_coding,0.3484394504684469,0.013192,0.01649,422.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ARPC4,Target,ARPC4,,actin related protein 2/3 complex subunit 4,ENSG00000241553,protein_coding,0.3482020615899742,0.013016,0.016269,423.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ZNF462,Target,ZNF462,,zinc finger protein 462,ENSG00000148143,protein_coding,0.3478689295539769,0.012768,0.01596,424.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_EPB41L1,Target,EPB41L1,,erythrocyte membrane protein band 4.1 like 1,ENSG00000088367,protein_coding,0.3473817121259607,0.012407,0.015508,425.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_GDI1,Target,GDI1,,GDP dissociation inhibitor 1,ENSG00000203879,protein_coding,0.3472359932121279,0.012299,0.015373,426.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_APOB,Target,APOB,,apolipoprotein B,ENSG00000084674,protein_coding,0.3470718671586195,0.012177,0.015221,427.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CYSLTR1,Target,CYSLTR1,,cysteinyl leukotriene receptor 1,ENSG00000173198,protein_coding,0.3469609741136041,0.012095,0.015118,428.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_EXOC2,Target,EXOC2,,exocyst complex component 2,ENSG00000112685,protein_coding,0.3468741889890648,0.01203,0.015038,429.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PPP1R12A,Target,PPP1R12A,,protein phosphatase 1 regulatory subunit 12A,ENSG00000058272,protein_coding,0.3464628424826894,0.011725,0.014656,430.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PTH,Target,PTH,,parathyroid hormone,ENSG00000152266,protein_coding,0.3463095452476828,0.011611,0.014514,431.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_HIC1,Target,HIC1,,HIC ZBTB transcriptional repressor 1,ENSG00000177374,protein_coding,0.3461373311272977,0.011483,0.014354,432.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ACP5,Target,ACP5,,"acid phosphatase 5, tartrate resistant",ENSG00000102575,protein_coding,0.345760041087921,0.011203,0.014004,433.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_COMP,Target,COMP,,cartilage oligomeric matrix protein,ENSG00000105664,protein_coding,0.3455310913417511,0.011033,0.013792,434.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NDUFS4,Target,NDUFS4,,NADH:ubiquinone oxidoreductase subunit S4,ENSG00000164258,protein_coding,0.3455255972037469,0.011029,0.013787,435.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NFIB,Target,NFIB,,nuclear factor I B,ENSG00000147862,protein_coding,0.3444103367444363,0.010202,0.012752,436.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_KRT86,Target,KRT86,,keratin 86,ENSG00000170442,protein_coding,0.3438370700217122,0.009776,0.01222,437.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_IPO13,Target,IPO13,,importin 13,ENSG00000117408,protein_coding,0.3436079785515809,0.009606,0.012008,438.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_S100A13,Target,S100A13,,S100 calcium binding protein A13,ENSG00000189171,protein_coding,0.3434574362388576,0.009495,0.011868,439.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_HAVCR2,Target,HAVCR2,,hepatitis A virus cellular receptor 2,ENSG00000135077,protein_coding,0.3434472094193465,0.009487,0.011859,440.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_RBCK1,Target,RBCK1,,RANBP2-type and C3HC4-type zinc finger containing 1,ENSG00000125826,protein_coding,0.3432715563490918,0.009357,0.011696,441.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MTHFD1L,Target,MTHFD1L,,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,ENSG00000120254,protein_coding,0.343223138447102,0.009321,0.011651,442.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MVP,Target,MVP,,major vault protein,ENSG00000013364,protein_coding,0.3430168666212198,0.009168,0.011459,443.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_ZNF568,Target,ZNF568,,zinc finger protein 568,ENSG00000198453,protein_coding,0.3427665943700876,0.008982,0.011227,444.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CAV1,Target,CAV1,,caveolin 1,ENSG00000105974,protein_coding,0.3427351887557205,0.008959,0.011198,445.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_LAMTOR1,Target,LAMTOR1,,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",ENSG00000149357,protein_coding,0.3427122666203425,0.008942,0.011177,446.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PITX2,Target,PITX2,,paired like homeodomain 2,ENSG00000164093,protein_coding,0.3422160442487135,0.008573,0.010717,447.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_COX7A1,Target,COX7A1,,cytochrome c oxidase subunit 7A1,ENSG00000161281,protein_coding,0.3416210808723567,0.008132,0.010165,448.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_IL6R,Target,IL6R,,interleukin 6 receptor,ENSG00000160712,protein_coding,0.3414625383994451,0.008014,0.010018,449.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MAP4K2,Target,MAP4K2,,mitogen-activated protein kinase kinase kinase kinase 2,ENSG00000168067,protein_coding,0.3412192820862916,0.007834,0.009792,450.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ACY3,Target,ACY3,,aminoacylase 3,ENSG00000132744,protein_coding,0.3409417296207375,0.007628,0.009535,451.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NUAK2,Target,NUAK2,,NUAK family kinase 2,ENSG00000163545,protein_coding,0.3404797548023816,0.007285,0.009106,452.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_HCN2,Target,HCN2,,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2,ENSG00000099822,protein_coding,0.340069955012476,0.006981,0.008726,453.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_LCMT1,Target,LCMT1,,leucine carboxyl methyltransferase 1,ENSG00000205629,protein_coding,0.3398662732157597,0.00683,0.008537,454.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_EVX2,Target,EVX2,,even-skipped homeobox 2,ENSG00000174279,protein_coding,0.3395075925815459,0.006563,0.008204,455.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_KMT2B,Target,KMT2B,,lysine methyltransferase 2B,ENSG00000272333,protein_coding,0.3387230998098647,0.005981,0.007476,456.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_IRF4,Target,IRF4,,interferon regulatory factor 4,ENSG00000137265,protein_coding,0.338695006419692,0.00596,0.00745,457.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PAPSS1,Target,PAPSS1,,3'-phosphoadenosine 5'-phosphosulfate synthase 1,ENSG00000138801,protein_coding,0.3386840366563467,0.005952,0.00744,458.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ITGB4,Target,ITGB4,,integrin subunit beta 4,ENSG00000132470,protein_coding,0.3386400752636963,0.00592,0.007399,459.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_FUZ,Target,FUZ,,fuzzy planar cell polarity protein,ENSG00000010361,protein_coding,0.3385755134989058,0.005872,0.00734,460.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,moderate,not_detected,,,,,,,,,,,,
target_CCN3,Target,CCN3,,cellular communication network factor 3,ENSG00000136999,protein_coding,0.3383426939640305,0.005699,0.007124,461.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_HES4,Target,HES4,,hes family bHLH transcription factor 4,ENSG00000188290,protein_coding,0.3383062914097251,0.005672,0.00709,462.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PURA,Target,PURA,,purine rich element binding protein A,ENSG00000185129,protein_coding,0.3379851788730397,0.005434,0.006792,463.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TBX5,Target,TBX5,,T-box transcription factor 5,ENSG00000089225,protein_coding,0.3375820678355322,0.005134,0.006418,464.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MAPK14,Target,MAPK14,,mitogen-activated protein kinase 14,ENSG00000112062,protein_coding,0.3368751347119413,0.00461,0.005762,465.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CSNK2B,Target,CSNK2B,,casein kinase 2 beta,ENSG00000204435,protein_coding,0.3368264751097014,0.004574,0.005717,466.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_FECH,Target,FECH,,ferrochelatase,ENSG00000066926,protein_coding,0.3365518567454565,0.00437,0.005462,467.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TPST2,Target,TPST2,,tyrosylprotein sulfotransferase 2,ENSG00000128294,protein_coding,0.3363062178226262,0.004188,0.005234,468.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CTCF,Target,CTCF,,CCCTC-binding factor,ENSG00000102974,protein_coding,0.3362905146276277,0.004176,0.00522,469.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_FADS1,Target,FADS1,,fatty acid desaturase 1,ENSG00000149485,protein_coding,0.3359182185978045,0.0039,0.004875,470.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SDCCAG8,Target,SDCCAG8,,SHH signaling and ciliogenesis regulator SDCCAG8,ENSG00000054282,protein_coding,0.3356381588885238,0.003692,0.004615,471.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_BARHL2,Target,BARHL2,,BarH like homeobox 2,ENSG00000143032,protein_coding,0.3354736707651707,0.00357,0.004462,472.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_GRIA1,Target,GRIA1,,glutamate ionotropic receptor AMPA type subunit 1,ENSG00000155511,protein_coding,0.3353907949231281,0.003508,0.004385,473.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MRPS17,Target,MRPS17,,mitochondrial ribosomal protein S17,ENSG00000239789,protein_coding,0.3353350867688459,0.003467,0.004334,474.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NME4,Target,NME4,,NME/NM23 nucleoside diphosphate kinase 4,ENSG00000103202,protein_coding,0.3344110213993561,0.002781,0.003476,475.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_NKX2-3,Target,NKX2-3,,NK2 homeobox 3,ENSG00000119919,protein_coding,0.3336482470041637,0.002215,0.002769,476.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PPP4R1,Target,PPP4R1,,protein phosphatase 4 regulatory subunit 1,ENSG00000154845,protein_coding,0.3336296726270033,0.002201,0.002752,477.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_AASS,Target,AASS,,aminoadipate-semialdehyde synthase,ENSG00000008311,protein_coding,0.3334932367784216,0.0021,0.002625,478.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_TCF7L2,Target,TCF7L2,,transcription factor 7 like 2,ENSG00000148737,protein_coding,0.3330098022515663,0.001741,0.002177,479.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PIM1,Target,PIM1,,"Pim-1 proto-oncogene, serine/threonine kinase",ENSG00000137193,protein_coding,0.3325887737326484,0.001429,0.001786,480.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PTPRD,Target,PTPRD,,protein tyrosine phosphatase receptor type D,ENSG00000153707,protein_coding,0.3324935283896746,0.001358,0.001698,481.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_PIK3C2A,Target,PIK3C2A,,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,ENSG00000011405,protein_coding,0.3324602747263935,0.001333,0.001667,482.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ECE1,Target,ECE1,,endothelin converting enzyme 1,ENSG00000117298,protein_coding,0.3322772595460829,0.001198,0.001497,483.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_MAST2,Target,MAST2,,microtubule associated serine/threonine kinase 2,ENSG00000086015,protein_coding,0.3322585928905993,0.001184,0.00148,484.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ADORA2B,Target,ADORA2B,,adenosine A2b receptor,ENSG00000170425,protein_coding,0.3322410277659189,0.001171,0.001463,485.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_VEGFC,Target,VEGFC,,vascular endothelial growth factor C,ENSG00000150630,protein_coding,0.3320119471469555,0.001001,0.001251,486.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SYBU,Target,SYBU,,syntabulin,ENSG00000147642,protein_coding,0.3319018391900601,0.000919,0.001149,487.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_DYRK1B,Target,DYRK1B,,dual specificity tyrosine phosphorylation regulated kinase 1B,ENSG00000105204,protein_coding,0.3318026510187709,0.000845,0.001057,488.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_HCN4,Target,HCN4,,hyperpolarization activated cyclic nucleotide gated potassium channel 4,ENSG00000138622,protein_coding,0.3316954444374896,0.000766,0.000957,489.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_ARL1,Target,ARL1,,ARF like GTPase 1,ENSG00000120805,protein_coding,0.3316511254410985,0.000733,0.000916,490.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_SLC25A4,Target,SLC25A4,,solute carrier family 25 member 4,ENSG00000151729,protein_coding,0.3316258673640458,0.000714,0.000893,491.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_DHX30,Target,DHX30,,DExH-box helicase 30,ENSG00000132153,protein_coding,0.3314760031529506,0.000603,0.000754,492.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_CDKL1,Target,CDKL1,,cyclin dependent kinase like 1,ENSG00000100490,protein_coding,0.3313504021375494,0.00051,0.000637,493.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_DSTN,Target,DSTN,,"destrin, actin depolymerizing factor",ENSG00000125868,protein_coding,0.3313034261997742,0.000475,0.000594,494.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
target_LIPG,Target,LIPG,,"lipase G, endothelial type",ENSG00000101670,protein_coding,0.3312463392360888,0.000433,0.000541,495.0,Low gap signal,Checked-zero text signal,checked_zero_mentions,0.0,0.0,low,not_detected,,,,,,,,,,,,
