target_id,approved_symbol,approved_name,biotype,association_score,literature_mentions,trial_mentions,literature_documents_mentioned,trial_documents_mentioned,literature_to_trial_gap_signal,symbol_ambiguity_flag,mention_match_quality,text_coverage_status
ENSG00000178999,AURKB,aurora kinase B,protein_coding,0.5287759633031683,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000119421,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,protein_coding,0.5284709157316196,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000178127,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,protein_coding,0.5277532415855091,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000164167,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",protein_coding,0.5268771472813407,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000100330,MTMR3,myotubularin related protein 3,protein_coding,0.5262820110553627,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000103546,SLC6A2,solute carrier family 6 member 2,protein_coding,0.5253338035950694,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,protein_coding,0.5252849051254936,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000129757,CDKN1C,cyclin dependent kinase inhibitor 1C,protein_coding,0.5250486731811728,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000170312,CDK1,cyclin dependent kinase 1,protein_coding,0.5248755708356222,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000058729,RIOK2,RIO kinase 2,protein_coding,0.5244154452261425,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000149295,DRD2,dopamine receptor D2,protein_coding,0.5239248574008657,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000023228,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,protein_coding,0.5232633839227692,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000198563,DDX39B,DExD-box helicase 39B,protein_coding,0.5222917544590315,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000147416,ATP6V1B2,ATPase H+ transporting V1 subunit B2,protein_coding,0.5211752723946863,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000073921,PICALM,phosphatidylinositol binding clathrin assembly protein,protein_coding,0.5190691988271273,1,0,1,0,1,low,reliable,checked_with_mentions
ENSG00000198087,CD2AP,CD2 associated protein,protein_coding,0.5188400429995826,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000010256,UQCRC1,ubiquinol-cytochrome c reductase core protein 1,protein_coding,0.5183860713313272,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000114573,ATP6V1A,ATPase H+ transporting V1 subunit A,protein_coding,0.5182959504544525,1,0,1,0,1,low,reliable,checked_with_mentions
ENSG00000184160,ADRA2C,adrenoceptor alpha 2C,protein_coding,0.5163074785207125,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000087586,AURKA,aurora kinase A,protein_coding,0.5155270888510811,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000150594,ADRA2A,adrenoceptor alpha 2A,protein_coding,0.5118463597412175,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000005381,MPO,myeloperoxidase,protein_coding,0.5117547282373773,0,0,0,0,0,moderate,not_detected,checked_zero_mentions
ENSG00000158864,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,protein_coding,0.5110539411128694,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000087589,CASS4,Cas scaffold protein family member 4,protein_coding,0.5104872560249373,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000165646,SLC18A2,solute carrier family 18 member A2,protein_coding,0.5094579284886787,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000115020,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",protein_coding,0.5089489781100042,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000164615,CAMLG,calcium modulating ligand,protein_coding,0.5075988192398417,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000139180,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,protein_coding,0.5062203596018111,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000103510,KAT8,lysine acetyltransferase 8,protein_coding,0.5057098773322191,1,0,1,0,1,low,reliable,checked_with_mentions
ENSG00000131408,NR1H2,nuclear receptor subfamily 1 group H member 2,protein_coding,0.5047494233888233,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000113712,CSNK1A1,casein kinase 1 alpha 1,protein_coding,0.5040365578291959,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000023516,AKAP11,A-kinase anchoring protein 11,protein_coding,0.5030645574681958,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000143374,TARS2,"threonyl-tRNA synthetase 2, mitochondrial",protein_coding,0.5030392466541774,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000120539,MASTL,microtubule associated serine/threonine kinase like,protein_coding,0.5030392466541774,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000155097,ATP6V1C1,ATPase H+ transporting V1 subunit C1,protein_coding,0.5029313970500541,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000134824,FADS2,fatty acid desaturase 2,protein_coding,0.5017930585581221,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000167258,CDK12,cyclin dependent kinase 12,protein_coding,0.5016300431916646,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000164733,CTSB,cathepsin B,protein_coding,0.5013866040818838,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000143393,PI4KB,phosphatidylinositol 4-kinase beta,protein_coding,0.4993421627252597,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000099795,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,protein_coding,0.4981214124775582,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000139505,MTMR6,myotubularin related protein 6,protein_coding,0.4976720716320659,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000184845,DRD1,dopamine receptor D1,protein_coding,0.4964918626381651,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000180596,H2BC4,H2B clustered histone 4,protein_coding,0.4953245841496741,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000141510,TP53,tumor protein p53,protein_coding,0.4951213066941584,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000198793,MTOR,mechanistic target of rapamycin kinase,protein_coding,0.4937230577264579,3,0,3,0,3,low,reliable,checked_with_mentions
ENSG00000130294,KIF1A,kinesin family member 1A,protein_coding,0.4934775830034178,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000204386,NEU1,neuraminidase 1,protein_coding,0.4886089952304533,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000114026,OGG1,8-oxoguanine DNA glycosylase,protein_coding,0.4877648235381816,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",protein_coding,0.4868782401418179,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000163513,TGFBR2,transforming growth factor beta receptor 2,protein_coding,0.4830083848043395,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000165733,BMS1,BMS1 ribosome biogenesis factor,protein_coding,0.4824617197451569,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000176444,CLK2,CDC like kinase 2,protein_coding,0.4823993150445137,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000094755,GABRP,gamma-aminobutyric acid type A receptor subunit pi,protein_coding,0.4814067067058774,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000099194,SCD,stearoyl-CoA desaturase,protein_coding,0.4806305565235538,6,9,2,5,-3,moderate,moderate_ambiguity_review,checked_with_mentions
ENSG00000151577,DRD3,dopamine receptor D3,protein_coding,0.4803842725140399,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000184967,NOC4L,nucleolar complex associated 4 homolog,protein_coding,0.4791090291238817,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000082898,XPO1,exportin 1,protein_coding,0.4783128590683893,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000042753,AP2S1,adaptor related protein complex 2 subunit sigma 1,protein_coding,0.4773971596481343,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000069696,DRD4,dopamine receptor D4,protein_coding,0.4771217441322876,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000140090,SLC24A4,solute carrier family 24 member 4,protein_coding,0.4770198056518296,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000168918,INPP5D,inositol polyphosphate-5-phosphatase D,protein_coding,0.4769343857371123,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000179526,SHARPIN,SHANK associated RH domain interactor,protein_coding,0.4765564735652801,1,0,1,0,1,low,reliable,checked_with_mentions
ENSG00000106799,TGFBR1,transforming growth factor beta receptor 1,protein_coding,0.4750378558173373,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000075785,RAB7A,"RAB7A, member RAS oncogene family",protein_coding,0.474824686168203,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000196396,PTPN1,protein tyrosine phosphatase non-receptor type 1,protein_coding,0.4733977341165619,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000141367,CLTC,clathrin heavy chain,protein_coding,0.4728858568785419,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000131238,PPT1,palmitoyl-protein thioesterase 1,protein_coding,0.4728154732398079,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000067533,RRP15,ribosomal RNA processing 15 homolog,protein_coding,0.4726977086145429,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000146090,RASGEF1C,RasGEF domain family member 1C,protein_coding,0.4703869592573467,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000110717,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,protein_coding,0.4697485888989902,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000119616,FCF1,FCF1 rRNA-processing protein,protein_coding,0.4690379000231848,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000147684,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,protein_coding,0.4688652507665982,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000204569,PPP1R10,protein phosphatase 1 regulatory subunit 10,protein_coding,0.4686893597488367,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000128609,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,protein_coding,0.4685556494443896,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000196743,GM2A,ganglioside GM2 activator,protein_coding,0.4684157194612444,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000161203,AP2M1,adaptor related protein complex 2 subunit mu 1,protein_coding,0.4681822308224015,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000149084,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,protein_coding,0.467993063220509,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000151366,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,protein_coding,0.4670283129077943,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000122218,COPA,coat protein complex I subunit alpha,protein_coding,0.466345507639121,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000159140,SON,SON DNA and RNA binding protein,protein_coding,0.4651528457924181,0,0,0,0,0,moderate,not_detected,checked_zero_mentions
ENSG00000181789,COPG1,coat protein complex I subunit gamma 1,protein_coding,0.464992191482808,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000106460,TMEM106B,transmembrane protein 106B,protein_coding,0.4647701043432878,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000102900,NUP93,nucleoporin 93,protein_coding,0.4645497293282128,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000115524,SF3B1,splicing factor 3b subunit 1,protein_coding,0.4644398507441357,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000278540,ACACA,acetyl-CoA carboxylase alpha,protein_coding,0.4642189930950091,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000138756,BMP2K,BMP2 inducible kinase,protein_coding,0.4641007425409068,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,protein_coding,0.4640863798250131,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000103174,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,protein_coding,0.4638903158507464,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000100028,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide,protein_coding,0.4638227176293007,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000112159,MDN1,midasin AAA ATPase 1,protein_coding,0.4634832506063762,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000125686,MED1,mediator complex subunit 1,protein_coding,0.4634711034619965,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000065328,MCM10,minichromosome maintenance 10 replication initiation factor,protein_coding,0.4633607428109449,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000184983,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,protein_coding,0.4632818477780767,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000186185,KIF18B,kinesin family member 18B,protein_coding,0.4632221503654381,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000111481,COPZ1,coat protein complex I subunit zeta 1,protein_coding,0.4630929331463163,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000112335,SNX3,sorting nexin 3,protein_coding,0.4630701093196636,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000064419,TNPO3,transportin 3,protein_coding,0.4630322273845584,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000129083,COPB1,coat protein complex I subunit beta 1,protein_coding,0.4629911629562602,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000119285,HEATR1,HEAT repeat containing 1,protein_coding,0.462898767992589,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000184432,COPB2,coat protein complex I subunit beta 2,protein_coding,0.462898767992589,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000133059,DSTYK,dual serine/threonine and tyrosine protein kinase,protein_coding,0.462898767992589,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000010244,ZNF207,zinc finger protein 207,protein_coding,0.462898767992589,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000006712,PAF1,PAF1 component of Paf1/RNA polymerase II complex,protein_coding,0.4628122530463495,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000157020,SEC13,"SEC13 homolog, nuclear pore and COPII component",protein_coding,0.4627139780652466,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000150990,DHX37,DEAH-box helicase 37,protein_coding,0.4626215831015755,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000168297,PXK,PX domain containing serine/threonine kinase like,protein_coding,0.462590500523488,0,0,0,0,0,moderate,not_detected,checked_zero_mentions
ENSG00000158615,PPP1R15B,protein phosphatase 1 regulatory subunit 15B,protein_coding,0.4623443982105619,0,0,0,0,0,low,not_detected,checked_zero_mentions
