target_id,approved_symbol,approved_name,biotype,association_score,literature_mentions,trial_mentions,literature_documents_mentioned,trial_documents_mentioned,literature_to_trial_gap_signal,symbol_ambiguity_flag,mention_match_quality,text_coverage_status
ENSG00000095970,TREM2,triggering receptor expressed on myeloid cells 2,protein_coding,0.5721845302600777,56,0,10,0,56,low,reliable,checked_with_mentions
ENSG00000064687,ABCA7,ATP binding cassette subfamily A member 7,protein_coding,0.5653009027165964,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000004779,NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1,protein_coding,0.5608605760909913,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000120885,CLU,clusterin,protein_coding,0.5557063381395116,2,0,2,0,2,moderate,moderate_ambiguity_review,checked_with_mentions
ENSG00000136717,BIN1,bridging integrator 1,protein_coding,0.5547057890274468,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000142319,SLC6A3,solute carrier family 6 member 3,protein_coding,0.5539395717319444,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000082701,GSK3B,glycogen synthase kinase 3 beta,protein_coding,0.5534786397885884,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000147883,CDKN2B,cyclin dependent kinase inhibitor 2B,protein_coding,0.5531421294534669,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000197943,PLCG2,phospholipase C gamma 2,protein_coding,0.55138545916762,1,0,1,0,1,low,reliable,checked_with_mentions
ENSG00000124762,CDKN1A,cyclin dependent kinase inhibitor 1A,protein_coding,0.5503043842101816,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000071051,NCK2,NCK adaptor protein 2,protein_coding,0.5487826684396903,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000197746,PSAP,prosaposin,protein_coding,0.5479043693118749,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000166851,PLK1,polo like kinase 1,protein_coding,0.5419833466167745,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000135446,CDK4,cyclin dependent kinase 4,protein_coding,0.5419430517035931,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000166311,SMPD1,sphingomyelin phosphodiesterase 1,protein_coding,0.5416821779169125,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000110077,MS4A6A,membrane spanning 4-domains A6A,protein_coding,0.5383166652061998,1,0,1,0,1,low,reliable,checked_with_mentions
ENSG00000073060,SCARB1,scavenger receptor class B member 1,protein_coding,0.5345305649908763,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000167601,AXL,AXL receptor tyrosine kinase,protein_coding,0.5344078071045751,0,0,0,0,0,moderate,not_detected,checked_zero_mentions
ENSG00000168653,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,protein_coding,0.5339588476632112,0,0,0,0,0,low,not_detected,checked_zero_mentions
ENSG00000178394,HTR1A,5-hydroxytryptamine receptor 1A,protein_coding,0.5290229308192081,0,0,0,0,0,low,not_detected,checked_zero_mentions
